2784	236382
2784	371067
2784	18268
2784	115306
2784	254975
2784	467731
2784	171313
2784	6420
2784	430421
2784	262429
2784	7599
2784	169550
2784	480969
2784	173390
2784	453585
2784	375490
2784	370748
2784	328926
2784	224417
2784	195258
12057	244537
12057	70568
12057	259131
12057	178184
12057	19
12057	460560
12057	262194
12057	176020
12057	151418
12057	423701
12057	444517
12057	271520
12057	417027
12057	24168
12057	139892
12057	214322
12057	293781
12057	36722
12057	455983
12057	364178
19620	31223
19620	335862
19620	174238
19620	480559
19620	202146
19620	292673
19620	382959
19620	336561
19620	182046
19620	63771
19620	290775
19620	3049
19620	232009
19620	309156
19620	321672
19620	269663
19620	224718
19620	301709
19620	93973
19620	224995
23768	273425
23768	167259
23768	372635
23768	182482
23768	463273
23768	73719
23768	145530
23768	411433
23768	393220
23768	46038
23768	103395
23768	51441
23768	314137
23768	443940
23768	430074
23768	324716
23768	431768
23768	322434
23768	229571
23768	14634
23814	98330
23814	95868
23814	61448
23814	477252
23814	54978
23814	108580
23814	482080
23814	337787
23814	119064
23814	269968
23814	441155
23814	75642
23814	126860
23814	202037
23814	439443
23814	58949
23814	87002
23814	380737
23814	474393
23814	424598
28091	194943
28091	243669
28091	108289
28091	183761
28091	34804
28091	259883
28091	206629
28091	471249
28091	419744
28091	388620
28091	364418
28091	237907
28091	34957
28091	42959
28091	147291
28091	324653
28091	239380
28091	38113
28091	286259
28091	357360
34581	2461
34581	202661
34581	453454
34581	448817
34581	95098
34581	13064
34581	338135
34581	27373
34581	255007
34581	271501
34581	450124
34581	81846
34581	135041
34581	141989
34581	59345
34581	269367
34581	203858
34581	65248
34581	278886
34581	145646
46930	26673
46930	372652
46930	255160
46930	74958
46930	205804
46930	158502
46930	177688
46930	417039
46930	90235
46930	132116
46930	132073
46930	296740
46930	346898
46930	1013
46930	104018
46930	324921
46930	54798
46930	476102
46930	305899
46930	209859
51579	269962
51579	412978
51579	35515
51579	129266
51579	430932
51579	466657
51579	23065
51579	129883
51579	356351
51579	109119
51579	236286
51579	353201
51579	257156
51579	116153
51579	193710
51579	414789
51579	302210
51579	70757
51579	38210
51579	103574
62560	417408
62560	256247
